id;description;DEF
1111868078851614;"Anja Lindner : Sie haben ja Recht, aber momentanes Recht ist es eben, dass dem Gesochs monatlich 350 Euronen an Taschengeld (für's Nichts-Tun"") zustehen - dazu kann man stehen, wie man will.

Und zum Thema ""Arbeiten gehen"" folgendes: 
   Was wir derzeit importieren, sind nicht nur ""ethnische"", also kulturelle und religiöse Konflikte, sondern auch eine ""industrielle Reservearmee"", für die es keine Beschäftigung gibt und keine geben wird, das Lumpenproletariat von morgen und übermorgen. 

In diesem Sinne: Über'm Äuator lacht die Sonne und über Deutschland lacht die ganze Welt.

Gruß von den Philippinen!";FALSE
989203981118025;unglaublich! gefährlich sind die asylanten!;FALSE
1095902017114887;Schon schön warm da unten, da kann man auch mal ne Salve mit einem Wasserwerfer spendieren;FALSE
856751307696627;irgendwann sollte jeder Pegida-Teilnehmer in Berlin landen, die Hütte der Kasper besetzen;FALSE
882708718434219;"Diesen Kinder sollte man helfen und nicht irgendwelchen schmarotzenden Asylanten, die sich noch darüber aufregen, dass sie hier keine First Class Unterkunft etc . vorfinden......dieser Mann, der gestorben ist hatte hier NICHTS zu suchen

http://www.zeit.de/politik/ausland/2015-03/unicef-syrien-kinder-leiden";FALSE
426;"@AchimSpiegel ""Sigmar Dumpfbacke Gabriel"" gefällt mir richtig gut 🤡";FALSE
856754954362929;die kann man so nicht miteinander vergleichen. Aber die Antifa Chaoten / Autonomen Spinner von heute, zum grossen Teil von staatlichen Unterstützungen lebend, braucht kein Mensch.;FALSE
895481103823647;hat sich je ein asylant davon distanziert, wenn er seine eigene unterkunft angezündet hat und damit seine mitbewohner gefährdet hat? also warum wird hier mit zweierlei maß gemessen?;FALSE
333;"Sanktionen gegen Russland sind Eigentore und schaden den |LBR| Europäern. Jagt sie davon, diese ""Verhänger"". Wir brauchen sie nicht.";FALSE
1011491295555960;"Ist wahnsinn, ich hätte zumindest eine kürzung der Essenrationen verlangt, aber na ja, es sind ja ""Refugees"", da muß man großmütig sein. * Sarcasm Off";FALSE
1011234125581677;"Ich könnte schreien...sowas blödes ist mir noch nicht untergekommen. Wenn das Meine wäre!!! Ich wüßte, was ich täte....Nur gut, dass unsere Kinder realistisch denken und ich denke, wir haben in der Erziehung keine Fehler gemacht. Irgendwie macht sich in deren Denken und Handeln bemerkbar, dass sie nicht alles in den ""A......"" geschoben bekommen  und deshalb einen klaren Blick für alles behalten haben. So eine Einstellung, wie diese hat......neeee, geht gar nicht.";FALSE
1011300458908377;Könnte ja auch sein dass sich viele nicht äussern weil sie Angst haben gleich in die Nazi Ecke geschoben zu werden! Darüber mal nachgedacht? Wahrscheinlich nicht. Dazu sind Sie scheinbar auch zu verblendet. Vor einiger Zeit konnte jeder seine Meinung kundtun ohne als Rassist, hetzer oder Rechtsradikaler betitelt zu werden. Neuerdings geht das nicht mehr! Komisch....woran mag das wohl liegen? Jeder der nur sagte er sei ein Besorgter Bürger wird nun in die Rechte Ecke geschoben! Man macht sich sogar darüber lustig und zieht das ins lächerliche! Und das finden Sie Herr Bue normal ja? Wenn ja dann tut es mir leid, dann sind Sie ein Realitätsverweigerer dem man auch nicht helfen kann. Dann....einfach weiter schlafen!!! Gute Nacht!;FALSE
696;@Lexie_M_ @MiriamOzen Abnehmen hat sich nicht gelohnt...fett weg Hirn weg...!;TRUE
1065182520186837;"Ja klar. .........ist doch immer wieder interessant alles !!!!! 
Statt der hundert Vergewaltigungen ,einfach mal was gutes erfinden . Der dumme Michel wird es sxhon schlucken . 
Am 1.3 kommt "" das Tagebuch der Anne Frank ins Kino "" 
Schon zig mal gesehen , aber jetzt kommt es gleich im Kino . 
Sollen dem Deutschen mal wieder Schuldgefühle nahe gelegt werden ? !!!!
Ein Schelm wer böses denkt ......
Wie wäre es mal mit nem Kinofilm über Russland wo damals 27 Millionen starben ?!!! 
Ach stimmt ja, die nehmen sich ja nicht so wichtig und leben in der Gegenwart !!!";FALSE
856758144362610;Die Windeltragende ANTIFA würde auch gegen die Bockwurst demonstrieren, kein Wunder das wir in Zukunft Fachkräfte aus dem Ausland brauchen :P;FALSE
982654095106347;unsere Polizei muß für die Deppenpolitiker um Ihr Leben fürchten.So wie es jetzt in Ungarn zugeht geht es bald bei uns zu aber die Masse ist viel Gewaltiker. Man muß Angst haben um unsere Kinder.Unsere Gutsmenschen werden mit Gewalt konfrontiert die Sie garnicht kennen.;FALSE
982856128419477;Polen/ Warschau // Hallo Chaos – Refugees, dann würden eure “Triller“ aus der Schnauze fallen ! Seht euch nur die ersten Sekunden an. Mehr könntet ihr sowieso nicht erkennen ! ?  https://www.youtube.com/watch?v=3l_1WthGZQE;FALSE
1053593904679032;Gerade in diesem Moment  sagen die bei RTL,  schlappe  für  Pegida.  Die lügenpresse hat sich mal wieder  zu Wort gemeldet;FALSE
1052;JedenTag strömen Muslimische Invasoren ins Land u es nimmt kein Ende Merkel u Schergen Posaunen dass wir weiter Hunderttausende aufnehmen;FALSE
679;@Hartes_Geld @krippmarie Haha....von diesen gibt es tausende...ihr wolltet sie und jetzt habt ihr sie..!! |LBR| Dieses Gesindel werden wir niewieder los😡😡;FALSE
876;@AfD @christianlueth Die Linken Anarchisten sind Saboteure am Deutschen Volk und gehören in Umerziehungs-Lager.🛤;FALSE
982779048427185;Lies Dir mal die Version des GG bis 1989 durch Mädel! Töpferkurs mit 1 abgechlossen, aber Geschichte abgewählt. Dummtrulla.;TRUE
982699218435168;Lisa Sander, Du kennst den Osten ja scheinbar zu gut (Hörensagen)! Jeder hat jeden bespitzelt, alles klar... Man sollte sein Schandmaul einfach mal halten, wenn man null Plan hat, sonst kommen solch grottige Beiträge wie der Deine raus!! Erst denken, dann schreiben...;TRUE
982699335101823;Die verdammten Drecksvölker,und Deutschland will sich das Dreckspack ins Land holen!;FALSE
471;"Pünktlich zum Wahlkampfauftakt ermittelt der ""Brüsseler Sumpf"" gg. Schulz 😜 Brücke bauen, 100TSD Kühe rüber und zuscheißen dieses ""Nest"" 🤢";FALSE
1007;Jeder der den Koran verbrennt absoluter Ehrenmann;FALSE
894896560548768;Irgendwie bin ich sprachlos, ich hab Herrn Todenhöfer mehr Verstand zugetraut! PEGIDA als Pest zu bezeichnen ist einfach nur erbärmlich !;FALSE
951563451548745;so muss das aussehen wie in ungarn. aber hier werden sie in wohnsiedlungen usw. gebracht...damit wir deutschen denen näher sind und freundschaften schliessen...mal zum kaffee einladen und schach spielen, messer werfen...;FALSE
957;@sternde @bundeswehrInfo Wir hatten keine Probleme in der Truppe. Es gab keine Frauen in der Truppe, und das war gut so.;FALSE
977036685668088;wie sieht das eigentlich mit Wahlrecht und Flüchtlingen aus=)na Prost Mahlzeit!!!!!!!!!!!!!!!!!!!;FALSE
968128036558953;"Ich hab noch nie so schwachsinniges logorrhoeiges Zeug gelesen wie hier... Aber Deutsche bleibt eben im Hirn dreckige eitle Nazis...
Schaut mal was Ihr und eure Verbündeten auf der Welt angerichtet habt! 
Als ob es jemanden auf der Welt gibt, der freiwillig in ein Boot steigt um zu fliehen, obwohl er nicht schwimmen kann! Da muss man schon Angst haben um so etwas zu machen!

Ich wünsche euch allen, die hier ihren Hirnschiss ablassen und die Schnauze so weit aufreißen wie ein Garagentor, das das sie hungern und dursten, so wie die Flüchtlinge!
Ich wette, dass die hälfte der kommentierenden Personen hier selber Sozialschmarotzer sind!
Und mal ehrlich... Ihr seid doch sowieso vom Aussterben bedroht mit eurer 1,5 Geburtenrate.... Wer zahlt euch mal die Rente ihr Heilige????

Ihr habt nicht mal eure Kultur gewahrt.... Welch Kultur überhaupt?  Ihr habt doch keine!!!!!!!";TRUE
982705918434498;"Lisa Sander - Und wenn ich mir die Profile so anschaue die so eine gequirlte Kacke  von sich geben sind die meisten aus n Westen die die rosarote Brille immer noch aufhaben oder zu jung sind um was vom wirklichen Leben zu wissen aber trotzdem von sich sowas von überzeugt sind oder selbst am Leben gescheitert und suchen nun etwas wo sie meinen ihrem jämmerlichen Dasein mit ihrer kläglichen Stimme wieder auf die Beine zu helfen quasi : ""Gutmensch""";FALSE
982666245105132;ach  übrigens: unsere (blonde) Flintenuschi hält ja nun wg. der *Flüchtlingskrise* ca. 4000 Solaten (Reservisten) in Rufbereitschaft.. JUNGS, IHR SEID VEREIDIGT WORDEN !! TEXT VERGESSEN ?!  Welchen Befehlen wollt Ihr folgen ?!;FALSE
1007164982655258;Ihr seit der Dreck der Nation , in shaa Allah gibt es Euch bald nicht mehr !!!!!!!!!!;FALSE
1035149949856761;Taha Tek Was soll ich in Syrien? Ich kenne dieses Land nicht einmal. Es ist mir auch völlig egal, was dort vor sich geht. Was in DEUTSCHLAND vor sich geht wird man auf die eine oder andere Art beeinflussen können. Leider dann nicht zum Besten der restlichen Welt. Oder haben Sie einen Rat, wie man die Moslems aus Deutschland ( geräuschlos) wieder hinausbefördert?;FALSE
1006;@Cerberus456 @Gigakuss Genau so ist das- der Algorithmus der deutschen Medien ist so durchsichtig wie verkommen heuchlerisch. #Presserat #Rundfunkrat;FALSE
987849521253471;Mit den Toiletten ist das so eine Sache. Die Gläubigen - also die Flüchtlinge können nur auf eine gläubige Toilette gehen. Wenn sie da rüber zum Kulturzentrum  ihre Notdurft verrichten sollen dann geht das nicht. Sie  müssen das dann neben der Toilette los werden. Das haben die Gutmenschen schon geschnallt. Schließlich muss das dann wieder gereinigt  werden Wem soll man das zumuten ?;FALSE
1058530490852040;Zumachen hilft nicht da lässt die olle Ziege die asyls eben direkt einfliegen;FALSE
1043746055663817;liebe pegida-führung, ich habe da so eine idee. bringt doch mal ein sport-ruderbott auf die bühne. am besten einen ACHTER. denn so wie viele politiker jetzt rückwärts rudern. könnte dieser ACHTER mit politikern besetzt bei den nächsten weltmeisterschaften sogar rückwärts antreten und würde noch gewinnen. sport-frei ! ! !;FALSE
487;"Die Bevölkerung Europas wird ""weggezüchtet"" werden, wie einst die Neandertaler und hirnlose ""Prolle"" merken`s nicht einmal 😂😂😂";FALSE
505;Schulz, die gerechte Verteilung von Flüchtlingen wird es nie geben. |LBR| Sie wollen in die Sozialsysteme von A und D. Hör auf zu spinnen.;FALSE
857794900925601;Irgendwann haben die antifaschisten bei der polizei eh keinen bonus mehr wenn sie sonweitrmachen und dann weiss auch der dümmste was sie für gesockse in ihrer mitte haben...das werden sowieso die ersten sein die eins auf die fresse bekommen wenn sie mal von einem muslman erwischt werden wenn sie seinen mercedes abfackeln...die scheissen aufs gesetz wie unsere ordnungshüter dann gibts reichlich auf die nuss;FALSE
982778395093917;Es ist seltsam , wie diese Feiglinge plötzlich mutig genug, um zu kämpfen geworden . Zu viel Angst , um für ihr eigenes Land gegen das Böse , aber glücklich, gegen schwache Polizei, die nur verwenden, wird Tränengas bekämpfen kämpfen. Erschießen . Nagetiere.;FALSE
1043629225675500;"Mischpoke ist mein Zusatz, stammt nicht von Frau Festerling! Wo habe ich das noch mal gehört?... Kann es sein, dass ein Politiker Pegida-Anhänger so betituliert hat?... Jepp, das war doch der grüne Kiffer-Cem! ;)";FALSE
1007225742649182;Schwachsinn.....man kann Probleme auch herbeireden. Tonnenweise TNT auf dieses Drecksland und das Problem ist erledigt....aber wir quatschen ja nur.;FALSE
1134113359960419;nein danke die schwachköpfe in unserer scheiss rekierung sind strafe genug wenn die geschlossen mal weg sind und man mit leuten reden kann die noch im richtigen leben stehen klärt sich auch dieses problem mit den zecken;FALSE
164;@langerbeats @Vancullo Alles zu spät und verlogen, der Schaden ist angerichtet, alle Parteien müssen weg, das Volk ans Ruder.;FALSE
174;@Heinrich_Krug @welt Was, Kurz zu Gast bei der Küchenschabe, hoffe er hat den Kammerjäger dabei;FALSE
132;@HartmutSchrewe Da er nicht in einer Kirche oder kirchlichen Stätte aufgetreten ist, fällt das nicht in unsere Zuständigkeit.;FALSE
885815594790198;".... und so sieht ""friedlicher Protest"" von links aus!!!! Die Rede ist von DEMONSTRATION??!!!UND JA, darauf habe ich gewartet, so siehts aus wenn dieses Klientel vom RECHT gebrauch macht... ABARTIG!!!";FALSE
613;Gutmensch-Wahnsinn in Schweden: Hunderte radikale IS-Kämpfer erhalten neue Identitäten |LBR| Von Anonymous - 1. Juli 20174676 5;FALSE
1013008112070945;Und wie ist das eigentlich, wenn man aussieht, wie ein Zigeuner ... :-D   Kleiner Scherz Eddie ... no hard feelings.;TRUE
856856051019486;Die deutschen Kinderschänder werden hart bestraft. Im Islam ist es allerdings erlaubt Frauen zu schlagen, und 9 Jährige zu heiraten. Das ist ein Unterschied. Kein Mensch will behaupten, dass alle Muslime so drauf sind, aber wo bleiben denn di großen Demos gegen Christenabschlachten und Ehrenmorde. Sie finden ganz einfach nicht statt!. Was für mich im Umkehrschluss heißt, das es von der Mehrheit geduldet wird, da der Koran es erlaubt.;FALSE
497;@dunjahayali Also ich finde diese dicke Frau gut...sowas braucht die SPD denn mit ihrer Hilfe schaffen wir endlich die unter 15% Hürde... |LBR| 😃😃;FALSE
297;@Christophgiesa @mollemopp 1. hat in meinem Leben nicht einmal mein Herz rechts geschlagen u 2. d. Antwort lässt auf wenig Bildung schließen;FALSE
1134188976619524;"Ich habe meine 7 afrikanischen ""Beglücker"" ganz intim kennengelernt.  Habe zwar ihre (anscheinenden) Schimpfworte nicht verstanden, kannte ihre Namen nicht......die 7 nackten, afrikanischen Schwarzwurzeln sprachen allerdings ne eindeutige Sprache. Danke, ein weiterer Kontakt mit afrikanischen oder asiatischen Männern wird nicht passieren.....nie wieder!";FALSE
347;@anna_IIna Jeder könnte mit @katjakipping Streit kriegen...😃;FALSE
982693915102365;Ramon De la Perez....glaub mir!!! ALLE Profile der Idioten, die jetzt noch diskutieren wie Du, hab ich abgespeichert! Sollte auch nur einem meiner Kinder, meiner Familie oder Freunden etwas passieren... dann klappt schon mal Euren Gebetsteppich auf! Auf Geisteskrankheit, wie sie bei Euch vorliegt, werde ich dann keine Rücksicht mehr nehmen, versprochen!!;TRUE
870;"@Junge_Freiheit @Renft1964 Wie man an dem Wahlergebnis gesehen hat, sind die ""Deutschen Trottel"" noch immer in der Mehrzahl!";FALSE
1044175648954191;Vor Deutschen Grenzen stehen die Flüchtlinge in Sicheren ländern alle die weiter gehen wollen nur meine Geld !;FALSE
885319498173141;Gewalttätiges linkes Dreckspack!!!;FALSE
856749914363433;Schade dass die Augustusbrücke so stabil ist.. Es wäre zweifelsohne Ein Gewaltproblem gewaltfrei gelöst worden...  Die sogenannten Gegendemonstranten sollten sich schämen, sich jedesmal mit ihrer Aggression im den Vordergrund zu stellen. Sogar dem MDR ist es aufgefallen und der Reporter hat aus meiner Sicht ein sehr gutes Statement pro Frau Oertel und Pegida und gegen deie gewaltbereiten Gegendemonstranten abgegeben. Es scheint so, als würde der öffentlich rechtliche Sender endlich dazu übergehen, wahrheitsgemäß zu berichten..;FALSE
856870084351416;ich finde es erschreckend wenn jugendliche mit 15 , 16  oder 17 jahren dastehen und Leute als Nazis beschimpfen die mit ihren Steuergeldern diese zum Teil Rotzlöffel am Leben erhalten! Wenn man bei einem Thema nicht mitreden kann ,weil man noch nichts erlebt hat oder etwas für seinen Staat geleistet hat  , sollte man lieber seine Klappe halten und überlegen was man so rausbrüllt!!!!;FALSE
856770391028052;"Zu einer demokratischen Legitimation gehört auch das Vertrauen der Bürger in die Demokratie...unserer Demokratie wird diese Legitimation gerade wöchentlich von Tausenden abgesprochen...die dann von den Vertretern eben dieser Demokratie aufs Übelste beschimpft und beleidigt werden...also bleib mir weg mit demokratischer Legitimation...wo ist die eigentlich in Bezug auf ""Volkstod"" und ""Deutschland verrecke"" brüllende Vermummte, die von demokratisch gewählten Volksvertretern alimentiert werden? Und natürlich ist es demokratisch, wenn 20000 sich erdreisten, für 80 Millionen zu sprechen...unsere Kanzlerin ist auch nur von einem Bruchteil dieser 80 Millionen gewählt worden und erdreistet sich, für alle zu sprechen...";FALSE
857942904244134;So werden wir belogen und betrogen . Bezahlte Anschläge vom Staat .;FALSE
995813800457043;"Das ist ja nur ""eine Baustelle"" von vielen. Diese Merkel-Bande, anders kann man diese Berliner Clique nicht mehr bezeichenen, ist total unfähig, möchte fast sagen , nicht willens, unser Land zu schützen. Von Tag zu Tag merkt man mehr, wie die zumeist nordafrikanischen ""Asylbewerber"" immer frecher und unverschämter. Respekt vor der Polizei ist eh nicht vorhanden.";FALSE
594;BRD einfach nur noch peinlich scheiß Zensurstaat;FALSE
